"","m1.raw","m1.scaled","Microbiota.x","domain.x","m2.raw","m2.scaled","Microbiota.y","domain.y","m3.raw","m3.scaled","Microbiota.x.1","domain.x.1","m4.raw","m4.scaled","Microbiota.y.1","domain.y.1"
"Aeromonadaceae|Oceanimonas",0.320966223091713,100,"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Aeromonadales.f__Aeromonadaceae.g__Oceanimonas","microbiota",0.0113564303030951,6.10529415988572,"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Aeromonadales.f__Aeromonadaceae.g__Oceanimonas","microbiota",0.0195840345737426,3.74287601782886,"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Aeromonadales.f__Aeromonadaceae.g__Oceanimonas","microbiota",0.0135582693615669,2.99201887959941,"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Aeromonadales.f__Aeromonadaceae.g__Oceanimonas","microbiota"
"age.groupyounger",0.00818641682029941,2.5505539933279,NA,"clinical",0.00749506873839612,4.02939992367149,NA,"clinical",0.0143052244645375,2.73399647944678,NA,"clinical",0.0165364180449086,3.6492323372455,NA,"clinical"
"Anaplasmataceae|Anaplasma",0.0130001228910903,4.05030871032672,"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__Anaplasmataceae.g__Anaplasma","microbiota",0.00095175111164203,0.511667869963432,"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__Anaplasmataceae.g__Anaplasma","microbiota",0.0216881541039972,4.14501269190287,"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__Anaplasmataceae.g__Anaplasma","microbiota",0.00662373069716005,1.46171511796803,"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__Anaplasmataceae.g__Anaplasma","microbiota"
"Anaplasmataceae|Ehrlichia",0.0311376919290677,9.70123635725072,"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__Anaplasmataceae.g__Ehrlichia","microbiota",0.00733757860865181,3.94473215891573,"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__Anaplasmataceae.g__Ehrlichia","microbiota",0.0113913843479588,2.17710702691525,"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__Anaplasmataceae.g__Ehrlichia","microbiota",0.0118810397145462,2.62189031558557,"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__Anaplasmataceae.g__Ehrlichia","microbiota"
"Anaplasmataceae|Wolbachia",0.00771955529861046,2.40509896158285,"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__Anaplasmataceae.g__Wolbachia","microbiota",0.0058787677172415,3.16046550310949,"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__Anaplasmataceae.g__Wolbachia","microbiota",0.0348788540814063,6.66600265533029,"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__Anaplasmataceae.g__Wolbachia","microbiota",0.0114232804500883,2.52087267645737,"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__Anaplasmataceae.g__Wolbachia","microbiota"
"Angio.gene6",0.0857174290351795,26.7060590393297,NA,"immune",0.011872897772649,6.3829505837339,NA,"immune",0.0879786247871523,16.814363943112,NA,"immune",0.106381723383435,23.4761617666206,NA,"immune"
"Bacillaceae|Fictibacillus",0.122187846195305,38.0687553407734,"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Fictibacillus","microbiota",0.00130845203572094,0.703432712478363,"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Fictibacillus","microbiota",0.0213339727172193,4.0773219914223,"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Fictibacillus","microbiota",0.0144531973960723,3.18951027792737,"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Fictibacillus","microbiota"
"Bacillales|Acidibacillus",0.0172245645231806,5.3664726329346,"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.g__Acidibacillus","microbiota",0.0300333346190058,16.1461249316466,"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.g__Acidibacillus","microbiota",0.036411037782186,6.95883167413959,"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.g__Acidibacillus","microbiota",0.0295230443315386,6.51510186643802,"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.g__Acidibacillus","microbiota"
"Bacteroidaceae|Bacteroides",0.141116876887628,43.9662701976292,"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides","microbiota",0.00424280938430122,2.28096317805277,"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides","microbiota",0.0284803825046702,5.4431348277053,"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides","microbiota",0.00837430422217011,1.84802910076912,"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides","microbiota"
"Bartonellaceae|Bartonella",0.0285518091297332,8.89558061739563,"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Bartonellaceae.g__Bartonella","microbiota",0.00443247262188295,2.38292742437384,"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Bartonellaceae.g__Bartonella","microbiota",0.034089149712948,6.51507535121694,"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Bartonellaceae.g__Bartonella","microbiota",0.00305442925279609,0.67404694117321,"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Bartonellaceae.g__Bartonella","microbiota"
"Brachyspiraceae|Brachyspira",0.010737705412838,3.34543158760037,"k__Bacteria.p__Spirochaetes.c__Spirochaetia.o__Brachyspirales.f__Brachyspiraceae.g__Brachyspira","microbiota",0.0149495199075758,8.03696356591407,"k__Bacteria.p__Spirochaetes.c__Spirochaetia.o__Brachyspirales.f__Brachyspiraceae.g__Brachyspira","microbiota",0.0078446724284702,1.49926391263684,"k__Bacteria.p__Spirochaetes.c__Spirochaetia.o__Brachyspirales.f__Brachyspiraceae.g__Brachyspira","microbiota",0.00883894704977428,1.95056579445681,"k__Bacteria.p__Spirochaetes.c__Spirochaetia.o__Brachyspirales.f__Brachyspiraceae.g__Brachyspira","microbiota"
"Burkholderiaceae|Pandoraea",0.0268372857626957,8.36140498030762,"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Burkholderiaceae.g__Pandoraea","microbiota",0.0050061432402122,2.69133665001132,"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Burkholderiaceae.g__Pandoraea","microbiota",0.0133968069889616,2.56038087584341,"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Burkholderiaceae.g__Pandoraea","microbiota",0.01145723984393,2.52836678538856,"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Burkholderiaceae.g__Pandoraea","microbiota"
"Burkholderiales|Ideonella",0.0326867931072845,10.1838731790618,"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.g__Ideonella","microbiota",0.00659655287980643,3.54635168777316,"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.g__Ideonella","microbiota",0.0365327878529855,6.98210039430287,"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.g__Ideonella","microbiota",0.00893967396312789,1.97279406108884,"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.g__Ideonella","microbiota"
"Burkholderiales|Thiomonas",0.0232682654096924,7.24944362854148,"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.g__Thiomonas","microbiota",0.00536250760653934,2.88292055679015,"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.g__Thiomonas","microbiota",0.0271788130454448,5.1943805122383,"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.g__Thiomonas","microbiota",0.00497381316996515,1.09761375226256,"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.g__Thiomonas","microbiota"
"CD4..T.cells",0,0,NA,"immune",0,0,NA,"immune",0,0,NA,"immune",0,0,NA,"immune"
"CD8..T.cells",0.0233665674138167,7.28007052852411,NA,"immune",0.0205017118989463,11.0218597379304,NA,"immune",0.00847373613033375,1.61948977490878,NA,"immune",0.0312867153052289,6.90430617489062,NA,"immune"
"Chlamydiaceae|Chlamydia",0.116897733279309,36.4205716580672,"k__Bacteria.p__Chlamydiae.c__Chlamydiia.o__Chlamydiales.f__Chlamydiaceae.g__Chlamydia","microbiota",0.0156104533775308,8.39228589401302,"k__Bacteria.p__Chlamydiae.c__Chlamydiia.o__Chlamydiales.f__Chlamydiaceae.g__Chlamydia","microbiota",0.00405284908298587,0.774575411387695,"k__Bacteria.p__Chlamydiae.c__Chlamydiia.o__Chlamydiales.f__Chlamydiaceae.g__Chlamydia","microbiota",0.0139974166503717,3.08892925539954,"k__Bacteria.p__Chlamydiae.c__Chlamydiia.o__Chlamydiales.f__Chlamydiaceae.g__Chlamydia","microbiota"
"Chromatiaceae|Marichromatium",0.0644113024267376,20.0679379301332,"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Chromatiales.f__Chromatiaceae.g__Marichromatium","microbiota",0.00483011575846681,2.59670307875728,"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Chromatiales.f__Chromatiaceae.g__Marichromatium","microbiota",0.0137012654212314,2.61856858789413,"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Chromatiales.f__Chromatiaceae.g__Marichromatium","microbiota",0.0395108960184991,8.71920624119953,"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Chromatiales.f__Chromatiaceae.g__Marichromatium","microbiota"
"Chromatiaceae|Thiocystis",0.0514065125317963,16.016175171525,"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Chromatiales.f__Chromatiaceae.g__Thiocystis","microbiota",0.00420121627201986,2.25860243803805,"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Chromatiales.f__Chromatiaceae.g__Thiocystis","microbiota",0.0573132104470947,10.9536285835005,"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Chromatiales.f__Chromatiaceae.g__Thiocystis","microbiota",0.00191193654644528,0.421923336305458,"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Chromatiales.f__Chromatiaceae.g__Thiocystis","microbiota"
"Chroococcales|Cyanothece",0.0309877612255174,9.65452405771151,"k__Bacteria.p__Cyanobacteria.o__Chroococcales.g__Cyanothece","microbiota",0.00568724674168919,3.05750252422197,"k__Bacteria.p__Cyanobacteria.o__Chroococcales.g__Cyanothece","microbiota",0.0361410860859673,6.907238846015,"k__Bacteria.p__Cyanobacteria.o__Chroococcales.g__Cyanothece","microbiota",0.00900532451873248,1.98728172884251,"k__Bacteria.p__Cyanobacteria.o__Chroococcales.g__Cyanothece","microbiota"
"Clostridiales|Flavonifractor",0.0259309672456113,8.07903305083968,"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.g__Flavonifractor","microbiota",0.00572633290965574,3.07851551392468,"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.g__Flavonifractor","microbiota",0.0107481967992519,2.05418183282633,"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.g__Flavonifractor","microbiota",0.0154185759620062,3.40254859559221,"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.g__Flavonifractor","microbiota"
"Colwelliaceae|Colwellia",0.0610442856534275,19.0189126648335,"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.f__Colwelliaceae.g__Colwellia","microbiota",0.00129247749828543,0.694844692518839,"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.f__Colwelliaceae.g__Colwellia","microbiota",0.0364722129434497,6.97052339389828,"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.f__Colwelliaceae.g__Colwellia","microbiota",0.00478954531468134,1.056949793817,"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.f__Colwelliaceae.g__Colwellia","microbiota"
"Competibacteraceae|Candidatus_Contendobacter",0.0239806053513751,7.47137973596771,"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.f__Competibacteraceae.g__Candidatus_Contendobacter","microbiota",0.00278990923400269,1.49987417686398,"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.f__Competibacteraceae.g__Candidatus_Contendobacter","microbiota",0.0219686861796455,4.19862762881602,"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.f__Competibacteraceae.g__Candidatus_Contendobacter","microbiota",0.0111727179214073,2.46557890729396,"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.f__Competibacteraceae.g__Candidatus_Contendobacter","microbiota"
"Desulfobacteraceae|Desulfococcus",0.0103330627191383,3.21936140806495,"k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfobacterales.f__Desulfobacteraceae.g__Desulfococcus","microbiota",0.00233069717920764,1.25299865335328,"k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfobacterales.f__Desulfobacteraceae.g__Desulfococcus","microbiota",0.0149813148926743,2.86321003040474,"k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfobacterales.f__Desulfobacteraceae.g__Desulfococcus","microbiota",0.00547340523396389,1.20786299187565,"k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfobacterales.f__Desulfobacteraceae.g__Desulfococcus","microbiota"
"Ectothiorhodospiraceae|Thiorhodospira",0.0542486225281537,16.9016608681134,"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Chromatiales.f__Ectothiorhodospiraceae.g__Thiorhodospira","microbiota",0.0103718506490645,5.57597744228506,"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Chromatiales.f__Ectothiorhodospiraceae.g__Thiorhodospira","microbiota",0.00928076717266568,1.77372853110652,"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Chromatiales.f__Ectothiorhodospiraceae.g__Thiorhodospira","microbiota",0.00908022951217224,2.00381165228416,"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Chromatiales.f__Ectothiorhodospiraceae.g__Thiorhodospira","microbiota"
"Enterobacteriaceae|Citrobacter",0.0299186634699217,9.32143674861786,"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Citrobacter","microbiota",0.00262229696299032,1.40976468012731,"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Citrobacter","microbiota",0.0119361667257847,2.28122514870585,"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Citrobacter","microbiota",0.0194043851057872,4.28213107700225,"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Citrobacter","microbiota"
"Enterobacteriaceae|Cronobacter",0.00168988764839317,0.526500150737141,"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Cronobacter","microbiota",0.00388243911441766,2.08722567028003,"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Cronobacter","microbiota",0.0132808934137828,2.53822761937095,"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Cronobacter","microbiota",0.00497260911899833,1.09734804407159,"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Cronobacter","microbiota"
"Enterobacteriaceae|Dickeya",0.0441203239048796,13.7460956108995,"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Dickeya","microbiota",0.0148446656779817,7.98059321902739,"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Dickeya","microbiota",0.0113753329767784,2.17403930907507,"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Dickeya","microbiota",0.0132429593053798,2.92243672159083,"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Dickeya","microbiota"
