"","ACC","BLCA","BRCA","CESC","CHOL","COAD","DLBC","ESCA","GBM","HNSC","KICH","KIRC","KIRP","LAML","LGG","LIHC","LUAD","LUSC","MESO","OV","PAAD","PCPG","PRAD","READ","SARC","SKCMmets","SKCMprimary","STAD","TGCT","THCA","THYM","UCEC","UCS","UVM"
"Macrophages M1",-0.0429162609542356,0.101383653731444,0.216635520840638,0.201897066005214,-0.041956241956242,-0.210310516929881,0.0585644260607969,0.0474437757184378,-0.00679123542757819,0.0670548923127453,0.0845944558011142,-0.0741300518797921,0.125470541874881,-0.0738793060614882,-0.040947090248118,-0.157413383472774,-0.0287878587728323,-0.00442226515364468,-0.0435283797242456,0.178895332425283,0.0335866761309534,0.047714736678921,0.262777610859419,-0.0578218294721758,-0.237422484101605,-0.15867824136919,-0.0627776348163088,0.0444534160583288,0.0475880508162671,0.182231820038675,0.0390732564767921,0.128824333166789,0.258757988994839,-0.0879427850884225
"Macrophages M2",0.128724440116845,0.000200453356761476,-0.11917468152438,-0.109788222572561,0.0483912483912484,-0.151214470163382,0.0204802904495518,0.219853877095885,-0.0373432502675991,-0.010491682049399,0.0920683136889936,0.21805556414769,0.401756828986975,-0.229038188934755,-0.0466676536325758,0.125646385699068,0.157143051923073,-0.0175456978812108,0.155385643654375,0.0679656275012609,0.0140341233704403,0.0194771547770182,-0.117342079407538,-0.0378210219291045,-0.227123939692221,-0.180191895059867,-0.170853528184283,0.200952831825741,-0.13319866082076,0.171003999928952,-0.103693759662487,0.0116877454207901,-0.106968239563138,-0.188904574104312
"Mast cells",-0.00136319376825706,0.0253927406824858,-0.297270933388342,0.0290084611215145,0.0718192935395416,-0.172420015331623,0.0349775747003581,0.0572722567287785,0.0467075614695639,0.126181250312716,0.239666080281793,0.144161699449055,0.011256224153937,0.279984537773615,-0.113573212528962,-0.0881281371252297,0.0259392842229568,0.0297050734693303,-0.0300231545114725,-0.0166785447410637,-0.00235096692523048,-0.0926167704592183,-0.0888052397883356,-0.117003105096648,-0.152207259002656,-0.0541483639984607,0.00678313022905235,0.0666624038372537,-0.525202888772734,0.0072612024265128,0.18147375992366,-0.0564865076657025,-0.28900516874579,0.14388931547943
"Megakaryocytes",0.0280877054300668,-0.0109183545506583,0.254575689839175,-0.0205560919833233,0.218032048845848,-0.0301280035061939,-0.100560527263529,0.24703434774558,0.1388634992184,0.0396119243709689,0.289491799534322,-0.0320589310109514,0.105915159564996,0.172123595783945,0.130647295533374,0.254585303442415,0.213763791872092,0.0764389368288217,0.0774331059577109,0.0577829781831491,0.346351777150673,0.169250148860937,0.099375252278942,-0.0122522092190112,0.351063030475753,0.0424514339253297,0.137398669061171,0.102401581958412,-0.0251291978415976,0.169556284182655,-0.0531586630750817,0.130398447399413,0.226980622672769,0.107970933951357
"Melanocytes",0.23103700097371,0.139413459043411,0.134912018075062,0.144976112830167,-0.0751802290623575,-0.0710244426243251,0.0333667653391574,0.140686018069647,0.153156542901463,0.111779939724849,0.286869393257873,-0.150247144164161,0.149050150906848,0.104052649195227,0.0447583071189318,0.0409267154464632,0.258954429891729,0.171713615183058,0.0574518605133613,0.428315038136652,-0.0116089322364421,0.0165638278292183,-0.0278446948842956,-0.13522712007597,-0.00666335207127465,-0.0788802715566508,-0.26950025029982,-0.0146827851284251,0.121120002852732,0.118796687546313,-0.000828815530362713,0.289434229671705,0.0530174851167986,-0.11602160977523
"Memory B-cells",0.237226505521514,0.0418818332392822,0.244701324807859,0.238737625867889,0.180316343318431,0.0192790601250004,0.0685744556625441,0.14507170139707,-0.0311466813281434,0.0737843784229132,-0.225064951738863,-0.0522777914382882,0.072220614428647,-0.168775506704707,0.061180668344219,-0.127995356831339,-0.0149449295235205,-0.000963558700603133,-0.0318384965114278,-0.0277904599016661,-0.0106451489029489,-0.0329858159193519,-0.0671489333814666,-0.0311442824995381,-0.0894594743881638,-0.0383475580066414,0.0965111867798197,0.150085227317223,-0.0693764497328548,0.10890077986177,0.305395043499848,0.0644723576021414,0.022123156510179,0.0754299877881316
"Megakaryocyte-erythroid progenitor",-0.125876338851022,-0.19351270471837,-0.0176277735770088,-0.199841532902212,-0.136936936936937,0.229510262738135,-0.0799651790024634,-0.0138630089717046,-0.13426617641519,-0.0371061644246577,-0.319387231085839,0.122253868369942,0.186039910942856,0.0379284894363716,0.0233459685748808,0.00424257379545195,-0.165344697598766,-0.0805586277643915,0.0706143838572759,-0.144570196207209,-0.126947680961202,0.213576232630834,-0.180003051772864,0.188888225459756,-0.0835369490566625,-0.060393995630101,-0.217983640488898,0.0133859281448556,-0.187932367405318,-0.0864277383930599,0.146218487394958,-0.262573025481303,-0.139407713754356,0.103448301477712
"Mesangial cells",-0.455760925119515,0.0826827337447783,0.250334934853164,-0.0470395270760898,0.204890604890605,-0.171570345115203,0.267996367271535,-0.114691166321601,-0.0492249165877775,-0.189070068936702,0.189993334728723,-0.278667077718872,-0.334948900650648,-0.168075674840995,0.10736795294837,-0.11820174106933,-0.139706943742948,-0.0286007028168707,-0.206988825865978,-0.258159946611529,0.113402641921019,0.0429356626856309,0.302814193038221,-0.134971339861476,0.13535204460958,-0.0689418820893196,0.180052104103831,0.0500341931268952,0.432648564858479,-0.043109963110607,-0.37644991739811,-0.00420457343228841,0.236230967754377,-0.037195208872871
"Monocytes",-0.138152329794234,0.0983547202830026,0.0910805530180723,0.180147836828096,-0.0530928275893174,-0.189764694772426,0.251861549404881,-0.0171067895861994,-0.106723272694661,0.140625472686118,0.116324067818936,-0.0170810766804883,0.0666136781048988,-0.0374186930911331,-0.0602284402632858,-0.116734649144661,-0.0599839367654174,0.11674886058648,0.0613876769096429,-0.0385918251533075,-0.0182065157092499,0.0295928454406084,0.17270540136013,-0.132777739026142,-0.191587203701597,-0.111989922084677,0.133476472977218,-0.0213993890256042,-0.0225184154593464,0.170265934486348,-0.230040888279049,-0.00432728948457271,-0.104111375384734,0.0307192978000332
"Multipotent progenitors",0.147079517317256,-0.0201858829673767,0.00418884010731719,-0.0606581692940266,-0.0578310650580369,-0.0483037529600272,-0.00524390243902439,0.111590713404285,-0.10425449258694,-0.0103730410824699,0.160475190475768,0.0273618170363604,0.0940280878554076,-0.102989119767824,0.0348183177751266,0.0971644020581251,-0.0177860445824637,-0.00682581415916103,0.0558796948197177,-0.0896344037217539,0.122805143867107,0.00792845577121315,-0.0154872098118732,-0.0500510729150569,0.122142342360519,0.0728530959734323,-0.0904311101259463,-0.0148404685086845,-0.0591482127052397,-0.0531131960252233,-0.0753053230393581,0.0194961655317629,-0.0335080027237978,0.125180345321559
"Mesenchymal stem cells",-0.311441090555015,-0.160587907412621,-0.250369125729248,-0.140497954023185,-0.120978120978121,-0.209618146172003,0.00230115623028672,-0.461016218081435,-0.109910693950709,-0.218129864519458,-0.453916673067668,-0.213192890890277,-0.00376664295560405,-0.158084329795644,-0.131115104491437,-0.0624252679573196,-0.129616462747214,-0.188939093923706,-0.00297492723218428,-0.196196446235947,-0.0153563823341009,0.145637618453691,-0.166220010760109,-0.082669572486267,-0.28326401162751,-0.13808748162319,-0.049152958272436,-0.203418968598073,-0.146861517755002,-0.0635501870721082,0.046474861130893,-0.17305636059665,-0.217741246464574,-0.0419892198741735
"Microvascular endothelial cells",-0.255793573515093,-0.247591977373931,0.0376644028033248,-0.0651295500559547,-0.0754182754182754,-0.162147339298075,0.172356601648475,0.0320364619277663,0.00270692423686056,-0.119975423901696,0.0335449469529089,0.0134698924578859,-0.223226091010292,-0.0168181839481907,0.0768974652082048,0.0766120909504655,0.0536383982420376,-0.0590547033423193,0.0432261648943094,0.00309432708331877,0.0749467633870605,0.0630238380004131,0.0604583956762281,-0.0687723907332219,0.0477405347631876,-0.0304111734825162,0.0579426029694644,-0.0394621657712255,0.340709244646053,-0.0899366135844676,0.0790414470873095,-0.050124607343896,-0.105264956696106,-0.0574478209339948
"Myocytes",-0.10014605647517,-0.204752205835844,-0.0874478968135663,-0.139439666472068,0.167546718572394,0.0359725981964431,-0.147420447207134,-0.0982769119746882,-0.0559661268698436,-0.0736783334162696,0.260823007495793,0.107013531181709,0.100743523041135,0.141042722803185,0.119594687628447,0.0881479323665094,0.11523143930078,-0.0125519746915016,0.181942771835017,-0.171799683299119,0.0191657128598959,0.228343058003204,-0.291009330490289,-0.0627932816842043,0.112807336896823,0.0561431747351519,0.0113424714071528,-0.197820818585667,-0.00489236788911887,-0.123950367339959,-0.130949657105078,-0.140558904844945,-0.0240263845965462,0.162226109129864
"naive B-cells",0.226166020322181,-0.0492009152720824,0.128730428161086,0.0494983487900584,0.132578700167064,-0.0446163932531455,-0.094577521064784,0.110755643286012,-0.0926874096558819,-0.0271371611912631,0.142185026674741,-0.161683233915306,0.113657110580194,-0.0577010634582146,-0.123405022541469,-0.106186092091225,-0.0514196894264508,-0.0753499326286589,0.100061822691019,-0.12508265684235,-0.0234645580852092,0.0201256676188135,0.0293281031780987,0.0111693327166043,-0.0989320101991427,-0.00995584001841788,0.00804114571224872,0.0542350760914563,-0.467333571559885,-0.003651603262098,0.120346406062953,-0.00328893813648237,-0.0151665113698483,-0.0800114986745461
"Neurons",0.334177215189873,-0.389335545712505,-0.357086480957978,-0.276099975845399,-0.175546975546976,0.0603661394132998,-0.194792874893771,-0.258017023234414,-0.0901521977218067,-0.285763959500693,-0.195347414209806,-0.245051167153235,-0.249923642340724,0.134218642244537,-0.0508967888092139,-0.0249226915003432,-0.0396192052314025,-0.26656993582556,0.151891284683238,-0.309652497187832,0.166160990980073,-0.0801164910644951,-0.0318822950647827,-0.128528779555768,0.216670548367957,0.103686297693251,0.0211464940350564,-0.154742266829424,0.0632060649940655,-0.0861349606017518,0.353667568722404,-0.307920934013625,0.0154479741644934,-0.00457424462316415
"Neutrophils",0.0113307785582559,0.078394417237339,0.0234192820518364,0.0736661001950806,0.321790428368653,0.0750768251614533,0.184773004364601,0.169172954859691,-0.141388899955566,0.101964468827982,0.131594046879356,0.19579019614935,-0.0983247855426564,0.0191141143991661,0.0328732451250553,0.159020091161239,0.00861407032816232,0.205113161541645,-0.000479187237624389,-0.0170995054874698,-0.0691093791722474,0.0580079108459023,-0.0458863189828705,-0.0189912666631582,0.144596235929908,-0.0310703601700959,0.100478550733112,0.0755812096904749,-0.0740623780967152,-0.00954171734689663,0.0846664749897392,0.0376111872342928,-0.0794725808605838,-0.123335839894957
"NK cells",-0.0372696725081554,0.103937807385988,0.0652292351112566,0.14411929359129,0.0674766982887326,0.027721294129613,-0.0861831884431349,0.0403260506580742,-0.104104797164949,0.0417876840493092,0.0194785156748117,-0.000280151915045849,-0.141260511065067,-0.098540238107761,0.00933239139796367,-0.016395128929741,-0.0765965477201641,-0.0109918428564231,-0.0922823476274208,-0.0671177990842801,0.0514589788730265,0.126551808677505,-0.0380777147703949,-0.0162066415454169,-0.00277928924225931,-0.0315102798539051,-0.0849274548471723,-0.0181630297975758,-0.262611041419894,0.0217517981768498,0.0745619992861866,0.0210221130407512,0.118482871637115,-0.0674229012944759
"NKT",0.12373417721519,-0.0971129083131468,-0.00555857067404735,0.0588703132608343,-0.142857142857143,0.0457147586515269,0.0957280991799274,0.0675782148608235,-0.0089889024532112,-0.00821187284749139,-0.197467192616602,-0.243399359619396,-0.163322000249167,-0.254615523452745,-0.125235664067024,-0.409692376713492,-0.0157710028393527,-0.150927022449126,0.257798694148998,-0.0720747660381878,-0.0179684389120687,-0.144267141788692,0.0836936216933016,-0.112688082159064,0.0692175537904495,0.0160030388709371,-0.274337490657654,0.0907722141348903,0.147405172210267,-0.133336498413188,-0.0562313060817548,-0.0316574834148729,-0.208103351078762,-0.0803425017145498
"Osteoblast",0.117515320811091,-0.0813920345049579,-0.220841646341413,-0.146586535512718,0.0777398804621561,0.181865890900828,-0.111487524194414,0.157119785819313,-0.016382852292392,0.0425343112750287,-0.051858084116777,0.397160227089032,0.188337808803992,0.0749868427999542,0.0195540990644072,-0.045207132000447,-0.00704747942921914,-0.0271993879445003,0.0468757108120764,-0.00103423568247837,-0.166207494226048,-0.176181797914444,-0.193415052963533,0.0175019333800173,0.10861838450473,0.0463216101655113,-0.289819842834771,-0.0102874632818071,0.0658852852085561,0.0823605129227871,-0.488826092924706,-0.0269924126016539,-0.0326174710818022,-0.0391039271118699
